O=C(OCc1nc(-c2ccncc2)no1)C1CCCC1,Z1198499504
O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1ccc(F)nc1,Z1203947080
O=C(c1ccsc1)N1CCN(CC(=O)N2CCc3sccc3C2c2ccccc2)CC1,Z651359814
Cc1nc(C2(NC(=O)C(C)CC3CCCC3)CCCCC2)no1,Z1203969996
Cc1ccc(CNC(=O)N2CCCC2)c(N2CCCC2)n1,Z1635322471
O=C(NC1CCS(=O)(=O)CC1)c1cccc(F)c1Sc1ccccc1,Z1635804460
Cc1nnnn1-c1cccc(NC(=O)c2cnn(-c3ccccc3F)c2C)c1,Z394506616
O=C(c1ccc2ccccc2n1)N1CCc2c(cnn2-c2ccccc2)C1,Z423926540
CC(C)c1ccc(CNC(=O)c2ncoc2C2CCCO2)cc1,Z1210056115
Cc1nc(-c2ccc(CCNC(=O)Nc3ccccc3C)s2)cs1,Z409548344
Cc1cc(NC(=O)C(C)(C)c2ccccc2)nnc1C,Z1210151219
CC1CCC(CC(=O)NCc2ccccc2CS(=O)(=O)N2CCOCC2)CC1,Z1211453094
Cc1nc(C(C)(NC(=O)c2cc(F)c(O)c(F)c2)C2CC2)no1,Z2231260123
Cc1ccc(C(N)=O)cc1NC(=O)C(c1ccccc1)N1CCCCC1=O,Z1174303735
CC(=O)NC(CC(=O)NCCc1cccc(C(=O)O)c1)c1ccccc1,Z1609662828
CNC(=O)C1CCCN(C(=O)COc2cccnc2)C1,Z1175490377
O=C(CCCc1c[nH]c2ccccc12)NCC(=O)NCC1CC1,Z1615359720
O=C(NCc1nnc2n1CCC2)c1ncoc1-c1ccccc1,Z1182458982
CC(=O)c1cc(NC(=O)N2CCC(CN3CCCCC3)C2)ccc1F,Z2111805309
Cc1noc(C(C)NC(=O)c2ccn(C(C)C)n2)n1,Z1190478843
O=C(CN1CCCS1(=O)=O)N1CC(CO)c2ccccc21,Z2231309282
O=C(NCCc1cccc(O)c1)C1CCOC1,Z977897720
O=C(O)c1ccc(NS(=O)(=O)c2cn3c(n2)CCCC3)c(O)c1,Z1627296219
O=C(NCCCN1CCc2ccccc2C1)Nc1cccc(C(=O)N2CCc3ccccc32)c1,Z988058008
Cn1ccc(C(=O)N2CCCC2c2ccccc2)n1,Z1068137406
CCC1CCC2(CC1)NC(=O)N(CC(=O)Nc1ccc3nccnc3c1)C2=O,Z737409934
COc1cc(C(=O)NC2CCN(c3ccccn3)C2)ccc1Cl,Z1529696579
CNC(=O)c1cccc(NC(=O)NCC2CC(=O)N(Cc3ccccc3)C2)c1,Z1529736475
O=C(OCc1cc(=O)n2ccccc2n1)c1ccc2c(=O)n(-c3ccccc3)c(=O)[nH]c2c1,Z168064476
COCC1(O)CCN(C(=O)Cc2cn3ccccc3n2)CC1,Z1531354453
CCn1cnnc1C1CCN(C(=O)CNC(=O)c2ccccc2C)CC1,Z1082942360
Cc1ccc(CCC(=O)N2CC(C(N)=O)Cc3ccccc32)c(C)c1,Z1082362366
Cc1ccc(C(=O)NC2CCCCNC2=O)cc1NS(C)(=O)=O,Z403318154
CN(C)S(=O)(=O)N1CCN(C(=O)c2[nH]nc3c2CCCC3)CC1,Z372375902
Cc1nc2cc(NC(=O)CCC3CCCC3)ccc2[nH]1,Z223317374
Cc1c(C(=O)N2CCc3ccccc3C2C(N)=O)cnn1-c1ccncc1,Z1538030827
O=C(c1c[nH]nn1)N1CCN(Cc2cccc(C(F)(F)F)c2)CC1,Z755071828
Cn1ccc2ccc(NC(=O)C3(C)CCOC3)cc2c1=O,Z2047155215
CC(NC(=O)Nc1ccccc1)C(=O)Nc1nc2cc3c(cc2s1)OCCO3,Z67674836
COc1ccc(S(=O)(=O)Nc2cc(C)cc(C)c2)cc1C,Z57839516
CCN(C)Cc1cccc(CNC(=O)c2cnn(C3CCCC3)c2C)c1,Z1546157132
NC(=O)c1cccc(C(=O)Nc2ccc3c(c2)CCCC(=O)N3)c1,Z1102892547
CCn1ccnc(N2CCCC(Nc3ccccc3)C2)c1=O,Z1583386691
CS(=O)(=O)N1CCN(C(=O)C2(c3cccc(Cl)c3)CC2)Cc2ccccc21,Z1547595987
Cc1cc(C2CCCN2S(=O)(=O)c2ccc(C)c(C(N)=O)c2)on1,Z736594994
Cc1cc(C)c(NC(=O)CN2CCN(c3ccccc3C)CC2)c(C)c1,Z46504292
O=C(NCC1(c2ccc(Cl)cc2)CC1)N1CCS(=O)(=O)CC1,Z1124628666
COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCN1C(=O)NC2(CCCC2)C1=O,Z99226148
Cc1ccc(C)c(C(C)NC(=O)C2CCCN(S(C)(=O)=O)C2)c1,Z243261320
CC(C)(CC(=O)N1CCCC(S(N)(=O)=O)C1)C1CC1,Z2221817590
Cc1n[nH]c(C)c1NC(=O)C(C)c1cccc(F)c1,Z1265967282
Cc1cccc(C(=O)NC2CCN(Cc3cscn3)CC2)c1,Z1081256648
O=C(Cn1ccc(C(F)(F)F)n1)Nc1nc2c(s1)C(=O)CCC2,Z1081162704
CC(C)n1nccc1C(=O)NC1(c2ccc(F)cc2F)CCOCC1,Z1534018850
O=S1(=O)CCCC(Cc2nc(C3(c4ccc(F)cc4F)CCCC3)no2)C1,Z2222159191
Cc1c(C(=O)NC2CC3(CCN(C)CC3)Oc3ccccc32)cnn1Cc1ccccc1,Z423505082
CC(C)C(=O)NC1CCN(C(=O)c2ccc(F)c(C#N)c2)CC1,Z1916116120
O=C(C1CCS(=O)(=O)c2ccccc21)N1CCN(C2CCOCC2)CC1,Z2043974538
COc1cccc(C(=O)N2CCCC(N3CCCC3)CC2)c1F,Z1537592757
CN1CCN(Cc2cccc(CNC(=O)N3CCCC3c3cccc(F)c3)c2)CC1,Z1092091498
Cc1ccc(-c2nc(C)sc2CC(=O)NC(CN2CCOCC2)c2ccccc2)cc1,Z117942752
CC(C)C(=O)Nc1cc(C(=O)N2CCC(N3CCCCC3=O)CC2)ccn1,Z2223155619
Cc1cc(C(NC(=O)NC(C)Cn2ncc3ccccc3c2=O)C2CC2)ccc1F,Z1545351554
Cc1ccc(S(=O)(=O)NC2CCCCCCC2)s1,Z65523231
Cc1ccc(C)c(C2CCCN2C(=O)CC2NC(=O)NC2=O)c1,Z1548874129
CC(C)Cc1cc(C(=O)NC2CC2)[nH]n1,Z432720888
Cn1nnnc1-c1cccc(NC(=O)C(O)c2cc(Cl)cc(Cl)c2)c1,Z1548884297
CCN(CC)Cc1cccc(CNC(=O)c2cnn(Cc3ccccc3)c2)c1,Z448159624
COC1(C(=O)NC2CC3CCC(C2)N3C(=O)c2conc2C2CC2)CC1,Z4622705962
NC(=O)c1cc(F)ccc1N1CCN(C(=O)CCCc2ccc3c(c2)CCCC3)CC1,Z4636143955
CN(C)C1CCC(C(=O)N2CC(NC(=O)c3cnn4cc[nH]c34)C2)CC1,Z4661810154
COc1ccn2ncc(C(=O)NCc3ccc(CC#N)cc3)c2c1,Z4670810328
O=C1CCC(N2C(=O)c3cccc(OCC(=O)N4CCCc5ccccc54)c3C2=O)C(=O)N1,Z4762735676
O=C(Nc1ccc2[nH]c(-c3ccncc3)nc2c1)c1cscc1Cl,Z4767388705
COC(=O)C1CN(S(=O)(=O)c2cnc3c(c2)c(=O)[nH]c(=O)n3C)CCN1C(C)=O,Z4866921942
CN(C)C(=O)C1(NC(=O)c2ccoc2CC(N)=O)CCCC1,Z4872562860
O=C(NCc1cc(-c2ccccc2)on1)c1cc(F)n[nH]1,Z4884305577
COCc1ccc(S(=O)(=O)NC(=O)Cc2ccc(Br)cc2)c(C)c1,Z4884575322
Cc1c(Cl)cnn1CC(=O)NS(=O)(=O)c1cc(Br)cc(C#N)c1,Z4884575449
N#Cc1cc(Br)cc(S(=O)(=O)NC(=O)C2COc3ccc(F)cc32)c1,Z4884575460
O=C1CCC(N2Cc3cc(-n4cc(-c5nccs5)nn4)ccc3C2=O)C(=O)N1,Z4910858045
CC(C)c1c(C(=O)OCC(=O)O)cnn1-c1ccc(Cl)cc1Cl,Z4912583250
O=S(=O)(NCC(O)c1cccc2ccccc12)c1cccc(Cl)c1Cl,Z4914935312
CCC(CC)n1ccc(C(=O)NC2(CC(C)(C)C)CC2)n1,Z4916289339
CNC(=O)Nc1cccc(C(=O)Nc2cc(-c3ccc(OC)cc3)ncn2)c1,Z4917831084
CC(C)CC(=O)N1CCC2(CC1)CCN(C(=O)C1(C(C)C)CC1)CC2,Z4919116141
O=S(=O)(Nc1ccccc1)c1cccc(C2CC2(F)F)c1,Z4924723223
Cc1cc(O)cc(C(=O)N2Cc3ccccc3CC2CNC(=O)c2nc3nccc(C)n3n2)c1,Z4927220004
CCN(CCCO)c1nc(-c2cccc(OC)c2)nc2ccccc12,Z4931450514
O=C(CN1CCN(C2CCN(C(=O)c3cc4ncccn4n3)C2)CC1)N1CCC1,Z4954144008
CN(CCCO)S(=O)(=O)C1CC1c1ccc(Br)cc1,Z4968140441
Cc1nn(C)cc1CC(=O)Nc1cc(C(=O)Nc2ccc(Cl)c(Cl)c2)ccn1,Z5021494810
CC1(C)C(O)CC1(NC(=O)c1cc2cc(F)cc(F)c2[nH]1)C(=O)[O-].[K+],Z5085244076
CC1(C)CNC(=O)C1NC(=O)CCc1c(-c2ccc(F)cc2)[nH]c2ccccc12,Z5042713096
CCC(SC)C(=O)NC1CCOC1c1ccc(Cl)c(F)c1,Z2781258066
O=C(O)CCC(=O)c1ccc(S(=O)(=O)N2CCCCC2)cc1,Z2789362546
COc1ccc2c(c1)CCC2C(=O)N1CCC(n2ncc3c2CNC3)CC1,Z2826282970
Cc1cccc2c1CC(NC(=O)C1CCC(N)CC1)CO2,Z2826584508
COCCC(C)NC1CC2(CCOCC2)Oc2ccccc21,Z2832191576
Cc1c(NC(C)C(C)C)cccc1C(=O)N(C)Cc1noc(O)n1,Z2842950371
CCN(CC)Cc1cn(Cc2cc(F)ccc2C#N)nn1,Z2846192987
CCc1cc2c(NCCc3nnc4n3CCCC4)nc(C)nc2s1,Z2851047433
CC1CN(c2ncc(Cl)cc2F)CCN1c1ccncc1,Z2852194746
Cc1cccc(NCC2(S(N)(=O)=O)CCC2)n1,Z2865512177
COC(=O)C1CN(Cc2ccc(Cl)nn2)c2ccccc2O1,Z2878363977
O=C(Nc1cccc(CN2CCCC2)c1)c1cccc(Nc2nnn[nH]2)c1,Z2890919122
Cc1cc(C)nc(-n2[nH]c(C(=O)N(Cc3ccccc3)C(C)C3CC3)cc2=O)n1,Z2892197275
NC1(CO)CCCN(c2nc(C3CC3)ns2)C1,Z2895078634
Cc1ccc(C(=O)N2CCCC(CCC(=O)O)C2)c(F)c1F,Z2897170169
CCCCc1ccc(NC(=O)c2c(C(=O)O)cnn2C)cc1,Z2897400140
CC(C)c1ccc(CN(C)C(=O)C2CCC2C(=O)O)cc1,Z2897467418
Cn1cncc1C1CC1C(=O)NC(Cc1ccncc1)C(=O)O,Z2897708978
Cc1ccccc1C(C)CC(=O)Nc1cc(C(=O)O)n[nH]1,Z3216017628
COCC1CN(Cc2cc(C(=O)O)ccc2OC)CC(C)O1,Z2899105724
CC1CCCCC1CC(=O)NCc1csc(-c2ccn(C)n2)n1,Z2900719441
Cn1nnc2c1CC(C(=O)N(CC(=O)O)Cc1ccc(F)cc1)CC2,Z2910994504
CCC(CNC(=O)c1ncc(C)cc1C)(C(=O)O)c1ccccc1,Z2911100392
CCC(C)CC(=O)N(CC)Cc1c(CO)cnc(C)c1O,Z2911783557
COc1ccc(C(NC(=O)c2oc(C(=O)O)cc2C)C2CCC2)cc1,Z2912217926
Cc1cc(CCC(=O)N2CCCC2C(=O)O)no1,Z2912661654
CN1C(=O)CCCC1C(=O)N1CCC(c2nccc(-c3cccc(F)c3)n2)CC1,Z2914990655
C=C(CNC(=O)N1CCCC(S(N)(=O)=O)C1)c1ccccc1,Z2921503987
Cc1cc(C)n(-c2ccc(C(=O)NCC(C)c3ncon3)cc2)n1,Z2936895735
COCCC1(CNS(=O)(=O)Cc2noc(C3CC3)n2)CCCC1,Z2936913911
Cc1ncc(CN2CCN(Cc3nc(-c4ccccc4)co3)CC2)o1,Z2946739613
CCC1OCCC1C(=O)Nc1ccc(N2CCCCC2)nc1,Z2946994891
N#Cc1cccc(C2CN(Cc3ccc(N)nc3)CCO2)c1,Z2948232601
CC(C)c1nsc(CN2CCS(=O)(=O)CC2(C)C)n1,Z2948848651
O=C1CC2(CCN(C(=O)c3ccccc3OC3CCCCC3)C2)CN1,Z1929059050
CC1COCCCN1C(=O)Nc1ccc(Cl)nc1,Z1478384160
CCCCn1ncc(NC(=O)N2CCc3c(F)ccc(F)c3C2)c1C,Z1479091546
COC(=O)c1cc2c(F)c(C)ccc2[nH]1,Z2235644759
O=C(O)c1ccc(S(=O)(=O)NCc2ccc(OCc3ccccc3)cc2)cc1F,Z2108709500
CN1CCN(c2ccc(NC(=O)c3cnn4c3CCC4)cn2)CC1,Z2254414352
CCN(C)Cc1cccc(CNC(=O)c2ccnn2CC(F)(F)F)c1,Z2254921554
Cc1nc(-c2ccccc2)ncc1C(=O)NC1CCCC1C(=O)O,Z2256425355
CN(Cc1cccs1)c1ccc(CNCC2(O)CCSCC2)cc1,Z2256741437
CNC(=O)CCCNc1cccc(Cl)c1C#N,Z2271327457
O=C(O)c1cc(C(=O)N2CCCC2CCCc2ccccc2)ccn1,Z2272843801
Cc1ncc(Cn2cnc3snc(C)c3c2=O)s1,Z2274792485
CC(C)(CC#N)CS(=O)(=O)N1CCC(F)(c2ccc(Cl)cc2)CC1,Z2277680716
Cn1ccc(-c2nc(-c3ccc(OC(C)(C)C)cc3)no2)n1,Z2285634941
O=C(NCc1noc(-c2ccccc2F)n1)N1CCCC1,Z2290768948
COc1cc(C(=O)O)ccc1NC(=O)C1CC1(C)C,Z2295902099
O=C(NC1CCc2nc(-c3ccc(F)cc3F)cn2C1)c1cc2n(n1)CCCC2,Z2297648102
Cc1cc(C)c(OCC(=O)N2CCN(C3CCNC(=O)CC3)CC2)c(C)c1,Z2298632283
O=C(C(c1ccccc1)c1ccccc1)N1C2CCC1COC2,Z2305226888
Cc1cc(=O)[nH]cc1C(=O)NC1CCC(C(F)F)CC1,Z2305271919
CC(C)CC1CC1NC(=O)N1CCn2cncc2C1,Z2311293716
CCC1CN(CC)CCN1C(=O)NCc1cnc(C)o1,Z2311353255
CC(C)(O)C1CN(Cc2ncc(C(F)(F)F)s2)C1,Z2313194454
Cc1nccn1-c1cc(C(=O)NC23CCC(F)(CC2)CC3)c2ccccc2n1,Z2323693364
c1nc(N2CCN(CCc3cncs3)CC2)c2ccsc2n1,Z2328871888
O=C(Cc1ccc2c(c1)OCO2)NC1CCC(=O)NC1c1ccccc1,Z2335396434
CC(CC(=O)O)NS(=O)(=O)c1ccc(Br)o1,Z2351353469
CCC(CNC(=O)C1COc2ccccc2O1)(C(=O)O)c1ccccc1,Z2352656496
CC1CCN(C(=O)N(C)Cc2noc(C3CC3)n2)CC1,Z2359172193
CC(C(=O)O)N(C(=O)CCN1C(=O)C2C3CCC(O3)C2C1=O)C1CC1,Z2361504835
O=C(Nc1cccc2c1CCNC2=O)NC1CC2CC1C1CCCC21,Z2361648356
Cc1cc(CNCC(O)c2ccc(Cl)c(F)c2)n(C)n1,Z2362592968
CC1(O)CC(Nc2cccnc2C#N)C1,Z3462495484
COC1(C(F)(F)F)CCN(C(=O)NC2CCCc3cn[nH]c32)CC1,Z2366159868
COc1cccc(-c2noc(N3CCC4(CCNCC4)C3)n2)c1,Z2368504389
Cn1nc(C(=O)NS(=O)(=O)c2cccnn2)c2c1CCCC2,Z2368816514
CC(C)C(Oc1ccc(Br)cc1)c1noc(C2(O)CCOC2)n1,Z2370223105
CCN1CCN(S(=O)(=O)c2cccc3c2OCC3)CC1=O,Z2370655721
CC1CC(CO)CN(C(=O)Nc2nc(C3CC4CCC3C4)cs2)C1,Z2371416000
C=C(C)CS(=O)(=O)N1CC(C)CC(C(=O)O)C1,Z2376805800
CC(C)(CNC(=O)C1(Oc2ccccc2)CC1)C(=O)O,Z2376823782
CC1CNCCN1Cc1cc(C2CCNCC2)no1,Z2446979424
COCC(C)(C)N1CCN(C(=O)C2CCn3ccnc3C2)CC1,Z2407929250
Cc1cc(N2CCc3ccccc3C2C)cc(C#N)n1,Z2409510562
CNc1ccc(Cl)c(C(=O)N2CCCC2c2ccn[nH]2)c1,Z2409782242
Cc1ncsc1CCS(=O)(=O)NC(=O)C1CCCCC1C,Z2410549736
CNC(=O)C1CCN(S(=O)(=O)c2ccccc2-c2ccno2)CC1,Z1643045644
Nc1ncc(Cl)cc1S(=O)(=O)N1CCC(Cc2ccncc2)C1,Z1643297686
O=C(CCCNC(=O)Nc1ccnc(Cc2ccccc2)n1)NC1CC1,Z1646910051
O=C1Cc2ccc(CC(=O)N3CCCC3Cc3ccccc3)cc2N1,Z1651030061
COc1ccc(NC(=O)c2ccc(-c3ccccc3)o2)c(C)c1,Z1651452519
NC(=O)C1CCCN(Cc2cccc(CNC(=O)c3cnn(CCC(F)(F)F)c3)c2)C1,Z1651480969
c1nc(N2CCC(OCC3CCOC3)CC2)c2cc[nH]c2n1,Z1652296947
COc1cccc(N2CCCC(NC(=O)NCCN3CCOCC3)C2)c1,Z1223234849
Cc1cc(F)cc(S(=O)(=O)NC2(C)CCOC2C2CC2)c1,Z1653291374
O=C(NCc1ccc(F)cc1)c1nnc(CN2CCOCC3(CCOCC3)C2)s1,Z1653681577
Cc1c(C(=O)NC(C(N)=O)c2ccccc2F)cnn1-c1cccc(Cl)c1,Z1227992918
CC(CNC(=O)c1ccnc(C(F)(F)F)c1)c1nc(-c2ccccc2)no1,Z2154666964
O=C(COc1ccc(Cl)cc1)N1CCC(C2CCOC2)CC1,Z1657325527
CC1OCCC1(C)NC(=O)c1ccnnc1,Z1657501951
Cc1ccc(OC(C)C(=O)Nc2ccc(S(=O)(=O)Nc3nccc(C)n3)cc2)cc1,Z2155459671
O=C(CN1CCC(c2c[nH]c3ncccc23)CC1)N1CCCCC1,Z1230400296
CC(C)Oc1ccc(C(=O)NC2CC=CCC2)cn1,Z1231558792
CCOCC1(c2nc(-c3cccc4ncccc34)no2)CC1,Z2160223578
Cc1ccc(C(CC(=O)O)NC(=O)Cn2c(C)nc3ccccc32)cc1,Z1238811096
CCc1ccc(C2CCCCCN2C(=O)Cn2cccc(C(F)(F)F)c2=O)o1,Z1246268707
COC1CC(c2nnc(C)o2)N(Cc2cccc3c2OC(C)(C)C3)C1,Z1757837475
CCc1cccc(N(CC)S(=O)(=O)c2ccc3c(c2)C(=O)CCC3)c1,Z2169765272
CC(=O)NCc1nnc(C2CC2)n1C1CC1,Z1675086203
Cc1nc2c(cc1C(=O)N1CCOCC3(CCC3)C1)c(C)nn2C,Z1676347263
CCc1nnc(C)cc1C(=O)Nc1nc2ccccc2n1C1CCCCC1,Z1675406666
Cn1cnc(C(=O)N2CCCC2Cc2ccc(Br)cc2)n1,Z2171192908
CC1CCCN1CC(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,Z1250810906
CCC(=O)N1CCC(NC(=O)c2cncnc2)C1,Z1679969051
Cc1cc(-c2nc(-c3ccc(OCCN(C)C)cc3)no2)n[nH]1,Z1683597177
NC(=O)c1cccc(-c2noc(-c3[nH]c4ccc(Br)cc4c3Cl)n2)c1,Z1683766494
CC1(c2cccc(-c3noc(C4CC4c4ccc5ccccc5c4)n3)c2)NC(=O)NC1=O,Z1684580724
O=C(NCC(=O)N1CCC(CO)C1)c1ccc2c(c1)CCC2,Z1550582576
COC(=O)C(O)CNC(=O)Cc1csc(-c2cccc(C(F)(F)F)c2)n1,Z1551126155
CC(NC(=O)C1CC(=O)N(C)c2ccccc21)C1CCCO1,Z364103446
NC(=O)NC(CO)C(=O)N1CCOC(c2cc(F)c(Cl)cc2Cl)C1,Z1551797657
O=C(Cn1cc(Br)cn1)NCC(c1ccc(Cl)cc1)N1CCOCC1,Z905797154
COc1ccc2c(c1)CCN2C(=O)c1cnc2c(cnn2C(C)C)c1,Z941356822
CCN(CCCNC(=O)c1ccc2c(=O)n3c(nc2c1)CCC3)S(C)(=O)=O,Z775422772
CCN1CCC(NC(=O)C(O)c2ccccc2)CC1,Z1548848156
O=C(CS(=O)(=O)C1CCCC1)N1CCC(Cc2ccccc2)CC1,Z441643258
CC(CN(C)c1ncnc2[nH]ccc12)NC(=O)c1cccc2cc[nH]c12,Z5023653589
CCC1(O)CCCN(C(=O)c2cc3cccnc3[nH]2)C1,Z2783604943
Cc1ccc(CN2CCCN(C(=O)c3cc(C(F)(F)F)c[nH]c3=O)CC2)cc1,Z2796264314
O=C(c1cc(C(F)(F)F)c[nH]c1=O)N1CCN(CCc2cccs2)CC1,Z2797722413
CCC1(N)CCN(C(=O)c2cocc2C)CC1,Z2803268631
NC(=O)C1CCCCN1C(=O)c1ncc(C(F)(F)F)cc1Cl,Z2948096428
COCCN1CCC(NC(=O)c2ccc(F)c3occc23)CC1,Z2950225867
CCc1cc(NC2CCCC2CO)nc(C)n1,Z2262014739
COC1CCC(NC(=O)NC(C2CCC2)C2CC2)CC1,Z2310924465
Cc1cc(C(=O)N2CCC(NS(C)(=O)=O)C2)sc1-c1ccc(F)cc1,Z1220504707
CN1CCC2(CC1)CC(NC(=O)c1cc(N(C)C)nc3ccccc13)c1ccccc1O2,Z1668274722
O=C(NCC1(N2CCCCC2)CCOCC1)c1cnc(-c2ccncc2)s1,Z1261236781
CC(C)CNC(=O)C1CCN(C(=O)c2cccc(F)c2)CC1,Z284828750
COc1cc(NC(=O)C2=NN(CCO)C(=O)CC2)ccc1N1CCCC1=O,Z1551713577
N#CCN1CC2CCCC2(c2nc(CC3CC3)no2)C1,Z1849799788
CN(CC1(O)CCCC1)C(=O)c1cc(F)cc2cccnc12,Z1560240566
COc1ccc(Cl)c(C(=O)O)c1NS(=O)(=O)c1ccsc1,Z2067444520
Cc1ccc(S(=O)(=O)NCc2ncn(C)n2)cc1C,Z1564287159
Cc1nc(NCC2(O)CCc3ccccc32)cc(-c2ccccn2)n1,Z1563999665
O=C(Nc1nc(CN2CCCCC2)cs1)c1cccc(CS(=O)(=O)c2ccccc2)c1,Z450336262
